Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Niños y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,No,Votos por el Si,Si,Votos validos,Votos totales,Cuantos salieron a votar,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
EL MOLINO,LA GUAJIRA,3773,16.84%,2797,44.18%,Santos,22.41%,3405,53.78%,Santos,6765,3.39,2.26,591.15,21.61,0.45,0,0.11,0,Ninguno,0,836,0.337096774,1644,0.662903226,2480,2510,37.10%,30.86%,No,No,0,0
FONSECA,LA GUAJIRA,11367,16.39%,9008,37.79%,Santos,17.95%,12883,54.04%,Santos,25836,1.3,4.74,268.05,31.91,0.44,0.06,0.03,0,Bajo,1,2463,0.277834179,6402,0.722165821,8865,9006,34.86%,35.57%,Si,No,0,0
HATONUEVO,LA GUAJIRA,6623,14.90%,4671,36.29%,Santos,18.08%,5972,46.40%,Santos,14034,0.23,0.77,35.19,7.39,0.12,0,0,0,Ninguno,0,1304,0.314216867,2846,0.685783133,4150,4240,30.21%,44.02%,No,No,0,0
LA JAGUA DEL PILAR,LA GUAJIRA,1818,21.12%,1501,41.07%,Santos,24.08%,1794,49.08%,Santos,3839,3.38,7.99,369.81,65.79,9.53,0,0.92,0,Ninguno,0,320,0.270956816,861,0.729043184,1181,1196,31.15%,29.28%,No,No,0,0
MAICAO,LA GUAJIRA,32798,24.47%,20763,18.94%,Santos,30.53%,29757,27.15%,Santos,120312,2.27,3.14,77.65,22.56,0.24,0.03,0.01,0,Intermedio,2,9563,0.470411727,10766,0.529588273,20329,20773,17.27%,31.54%,No,No,0,0
MANAURE,LA GUAJIRA,13228,23.02%,4723,9.36%,Santos,22.01%,7904,15.66%,Santos,52567,0.04,0.3,7.73,0.76,0.01,0,0,0,Ninguno,0,1418,0.445072191,1768,0.554927809,3186,3260,6.20%,57.00%,No,No,0,0
SAN JUAN DEL CESAR,LA GUAJIRA,12328,45.33%,10131,34.35%,Zuluaga,52.55%,13841,46.93%,Zuluaga,31264,0.63,4.41,518.17,29.77,1.45,0.11,0.08,0,Bajo,1,4684,0.510907504,4484,0.489092496,9168,9392,30.04%,34.79%,No,No,0,0
URIBIA,LA GUAJIRA,13322,22.52%,7021,8.02%,Santos,28.82%,9609,10.98%,Santos,101417,0.02,0.2,15.43,0.52,0,0,0,0,Alto,3,1658,0.491842183,1713,0.508157817,3371,3434,3.39%,92.86%,No,No,0,0
URUMITA,LA GUAJIRA,4159,23.24%,3003,39.02%,Santos,25.98%,4303,55.91%,Santos,7997,1.04,3,175.57,23.16,2.34,0.05,0.54,0,Ninguno,0,1141,0.358466855,2042,0.641533145,3183,3225,40.33%,42.23%,No,No,0,0
VILLANUEVA,LA GUAJIRA,8646,27.60%,6163,36.31%,Santos,30.97%,9072,53.45%,Santos,18149,1.36,4.97,404.22,30.72,1.9,0.25,0.29,0,Bajo,1,2425,0.409974641,3490,0.590025359,5915,6044,33.30%,29.36%,No,No,0,0
SANTA MARTA,MAGDALENA,101015,24.12%,98217,33.01%,Santos,31.31%,129628,43.56%,Santos,322962,0.5,3.8,195.42,14.38,0.28,0.03,0.03,0.01,Ninguno,0,43163,0.464317986,49797,0.535682014,92960,94188,29.16%,3.82%,No,No,0,0
ALGARROBO,MAGDALENA,3970,20.82%,3371,37.99%,Santos,18.74%,4830,54.43%,Santos,9422,0.79,11.78,559.5,32.81,1.19,0,0.08,0,Ninguno,0,467,0.234437751,1525,0.765562249,1992,2041,21.66%,33.71%,No,Si,4.72,0
ARACATACA,MAGDALENA,12107,26.06%,6784,25.30%,Santos,26.72%,10885,40.60%,Santos,26547,0.75,10.6,603.35,36.19,0.88,0.03,0.05,0,Ninguno,0,555,0.365853659,962,0.634146341,1517,1550,5.84%,32.09%,No,Si,2.09,0
ARIGUANI,MAGDALENA,8407,30.14%,6308,30.28%,Santos,34.62%,9660,46.37%,Santos,21723,0.31,8.76,228.23,24.65,0.28,0,0,0,Ninguno,0,2111,0.383539244,3393,0.616460756,5504,5634,25.94%,38.11%,No,No,0,0
CERRO SAN ANTONIO,MAGDALENA,3978,9.99%,2882,36.12%,Santos,11.70%,3779,47.37%,Santos,8394,1.28,21.5,632.37,10.11,0.13,0,0,0,Ninguno,0,225,0.093399751,2184,0.906600249,2409,2443,29.10%,44.90%,No,No,0,0
CHIVOLO,MAGDALENA,6236,39.41%,3390,27.50%,Santos,36.09%,6046,49.05%,Santos,13108,2.01,41.3,787.15,26.21,0.69,0,0,7.54,Ninguno,0,728,0.204781997,2827,0.795218003,3555,3619,27.61%,32.68%,No,No,0,0
CIENAGA,MAGDALENA,29208,29.18%,20455,26.86%,Santos,33.14%,30603,40.18%,Santos,81617,1.18,8.12,429.2,54.02,0.91,0.23,0.12,3.51,Ninguno,0,8670,0.50118504,8629,0.49881496,17299,17804,21.81%,5.99%,No,No,0,0
CONCORDIA,MAGDALENA,5558,11.28%,3671,35.81%,Santos,17.89%,4857,47.38%,Santos,10564,0.32,7.28,313.77,14.56,0,0,0,0,Ninguno,0,341,0.131558642,2251,0.868441358,2592,2623,24.83%,55.53%,No,No,0,0
EL BANCO,MAGDALENA,19916,32.94%,14105,32.02%,Santos,42.10%,19587,44.47%,Santos,46365,0.45,8.05,145.02,17.73,0.41,0.02,0,0,Ninguno,0,5392,0.439266802,6883,0.560733198,12275,12568,27.11%,36.51%,No,No,0,0
EL PINON,MAGDALENA,6172,17.39%,4824,38.56%,Santos,21.93%,7009,56.03%,Santos,13197,0.6,35.54,639.89,27.3,0.36,0,0,0,Ninguno,0,529,0.174299835,2506,0.825700165,3035,3089,23.41%,63.38%,No,No,0,0
EL RETEN,MAGDALENA,5204,14.72%,3683,31.16%,Santos,12.54%,6093,51.56%,Santos,12752,0.24,21.29,278.08,16.21,0.24,0,0,0,Ninguno,0,800,0.292825769,1932,0.707174231,2732,2903,22.77%,22.84%,No,No,0,0
FUNDACION,MAGDALENA,18609,43.51%,13361,28.06%,Zuluaga,45.50%,19869,41.72%,Santos,51126,1.03,9.01,848.46,41.55,1.41,0.19,0.05,0.61,Ninguno,0,4308,0.483122126,4609,0.516877874,8917,9049,17.70%,4.55%,No,No,0,0
GUAMAL,MAGDALENA,8181,19.56%,5307,24.73%,Santos,32.92%,7540,35.13%,Santos,22148,0.15,5.67,117.31,12.54,0.04,0,0,0,Ninguno,0,1643,0.35470639,2989,0.64529361,4632,4715,21.29%,71.11%,No,No,0,0
NUEVA GRANADA,MAGDALENA,6894,44.48%,4971,36.27%,Santos,47.88%,7159,52.23%,Santos,14283,0.2,2.47,101.72,11.58,0.45,0,0,0,Ninguno,0,1205,0.405042017,1770,0.594957983,2975,3013,21.10%,58.85%,No,No,0,0
PEDRAZA,MAGDALENA,4585,36.18%,2803,32.26%,Santos,30.38%,3917,45.07%,Santos,8926,0.5,45.92,409.09,10.89,0.25,0,0,0,Ninguno,0,552,0.291754757,1340,0.708245243,1892,1926,21.58%,69.55%,No,No,0,0
PIJINO,MAGDALENA,3452,38.40%,2706,35.64%,Santos,46.57%,3745,49.33%,Santos,7813,0.19,0.94,90.29,5.2,0.06,0,0,0,Ninguno,0,902,0.366815779,1557,0.633184221,2459,2505,32.06%,50.65%,No,No,0,0
PIVIJAY,MAGDALENA,11942,10.91%,8576,30.87%,Santos,12.71%,13398,48.22%,Santos,28335,0.95,52.85,1326.4,35.29,1.27,0.03,0,0,Ninguno,0,933,0.128760696,6313,0.871239304,7246,7378,26.04%,43.72%,No,No,0,0
PLATO,MAGDALENA,17358,28.31%,12676,34.47%,Santos,30.45%,17102,46.50%,Santos,39220,0.82,6.51,398.44,27.15,0.92,0.02,0.02,2.94,Ninguno,0,3303,0.343525741,6312,0.656474259,9615,9805,25.00%,23.87%,No,No,0,0
PUEBLOVIEJO,MAGDALENA,10218,22.33%,5369,26.81%,Santos,24.22%,8886,44.38%,Santos,20274,0.19,7.82,268.41,11.23,0.13,0,0,0,Ninguno,0,1920,0.495228269,1957,0.504771731,3877,4022,19.84%,62.13%,No,No,0,0
REMOLINO,MAGDALENA,3183,10.38%,2794,39.85%,Santos,11.91%,3669,52.33%,Santos,7037,1.98,41.75,2086.47,73.75,0.49,0,0,0,Ninguno,0,200,0.104384134,1716,0.895615866,1916,1943,27.61%,32.31%,No,No,0,0
SABANAS DE SAN ANGEL,MAGDALENA,4611,30.12%,4044,40.71%,Santos,37.01%,5271,53.07%,Santos,10380,0.23,38.16,1042.43,21.65,0.82,0,0.06,6.38,Ninguno,0,728,0.400440044,1090,0.599559956,1818,1868,18.00%,75.42%,No,No,0,0
SALAMINA,MAGDALENA,3304,28.48%,2328,32.13%,Santos,26.52%,3759,51.88%,Santos,7454,1.15,21.62,969.65,37.8,0.86,0,0,0,Ninguno,0,557,0.43011583,738,0.56988417,1295,1313,17.61%,37.63%,No,No,0,0
SAN SEBASTIAN DE BUENAVISTA,MAGDALENA,7470,21.24%,5236,35.01%,Santos,25.52%,7311,48.88%,Santos,15820,0.86,3.88,80.93,12.56,0.06,0.06,0,0,Ninguno,0,1118,0.222664808,3903,0.777335192,5021,5094,32.20%,67.23%,No,No,0,0
SAN ZENON,MAGDALENA,4331,11.27%,3486,45.77%,Santos,17.12%,4211,55.29%,Santos,7946,0.11,3.72,52.46,12.81,0.11,0,0,0,Ninguno,0,497,0.177817531,2298,0.822182469,2795,2830,35.62%,80.67%,No,No,0,0
SANTA ANA,MAGDALENA,6745,42.00%,4967,34.32%,Santos,53.14%,7503,51.85%,Zuluaga,15232,0.34,2.13,73.58,7.5,0.08,0.04,0,0,Ninguno,0,1913,0.453962981,2301,0.546037019,4214,4278,28.09%,49.62%,No,No,0,0
SANTA BARBARA DE PINTO,MAGDALENA,3743,20.15%,3260,42.51%,Santos,21.81%,4333,56.51%,Santos,7978,0,1.25,46.74,2.98,0.08,0,0,0,Ninguno,0,383,0.180660377,1737,0.819339623,2120,2156,27.02%,42.01%,No,No,0,0
SITIONUEVO,MAGDALENA,7830,14.70%,4517,25.50%,Santos,16.66%,6883,38.85%,Santos,17808,1.15,11.25,703.95,24.25,0.31,0,0,0,Ninguno,0,764,0.316618317,1649,0.683381683,2413,2520,14.15%,51.02%,No,No,0,0
TENERIFE,MAGDALENA,4897,14.77%,3507,36.47%,Santos,16.58%,4734,49.23%,Santos,9842,0.9,53.48,766.39,24.45,0.82,0,0,0,Ninguno,0,438,0.150670795,2469,0.849329205,2907,2974,30.22%,50.25%,No,No,0,0
ZAPAYAN,MAGDALENA,3983,37.55%,2719,36.17%,Santos,48.21%,3512,46.71%,Santos,7739,0.34,19.79,377.67,10.97,0.34,0,0,0,Ninguno,0,489,0.1875,2119,0.8125,2608,2648,34.22%,59.04%,No,No,0,0
ZONA BANANERA,MAGDALENA,16290,23.78%,10386,25.38%,Santos,24.64%,16613,40.60%,Santos,42952,0.62,20.18,703.88,40.73,0.95,0.02,0.08,0,Ninguno,0,1268,0.354685315,2307,0.645314685,3575,3622,8.43%,91.88%,No,No,0,0
VILLAVICENCIO,META,119227,37.41%,152179,49.55%,Zuluaga,63.54%,160001,52.10%,Zuluaga,343296,0.67,1.83,19.89,10.68,0.37,0.14,0.07,0.04,Ninguno,0,100830,0.640340905,56633,0.359659095,157463,159620,46.50%,4.99%,No,No,0,0
ACACIAS,META,22907,43.90%,31602,61.62%,Zuluaga,71.76%,31233,60.90%,Zuluaga,56070,0.65,4.14,59.26,25.64,0.71,0.11,0.07,0.28,Ninguno,0,21513,0.72947679,7978,0.27052321,29491,30284,54.01%,15.73%,No,No,0,0
BARRANCA DE UPIA,META,1421,45.91%,1897,46.22%,Zuluaga,61.96%,2069,50.41%,Zuluaga,4287,0.75,12.73,154.98,41.93,1.75,1.25,0.25,1,Ninguno,0,1104,0.642981945,613,0.357018055,1717,1762,41.10%,27.32%,No,No,0,0
CABUYARO,META,1748,57.28%,1840,41.73%,Zuluaga,60.84%,2339,53.05%,Zuluaga,4569,0.49,3.95,124.75,15.07,0.74,0,2.72,13.34,Ninguno,0,1182,0.622105263,718,0.377894737,1900,1943,42.53%,56.67%,No,No,0,0
CASTILLA LA NUEVA,META,5089,41.04%,6589,69.45%,Zuluaga,65.67%,6376,67.20%,Zuluaga,10531,0.1,4.95,57.58,21.62,0.3,0,0.3,0,Ninguno,0,4350,0.714403022,1739,0.285596978,6089,6274,59.58%,49.84%,No,No,0,0
CUBARRAL,META,2204,57.45%,2503,51.57%,Zuluaga,77.39%,2702,55.67%,Zuluaga,4902,3.32,12.94,242.79,63.52,2.32,0.33,2.65,0,Bajo,1,1385,0.6970307,602,0.3029693,1987,2032,41.45%,35.05%,No,No,0,0
CUMARAL,META,5779,45.28%,7686,52.65%,Zuluaga,67.06%,8340,57.13%,Zuluaga,15494,1.43,4.3,95.59,29.81,0.77,0.17,0,0.83,Ninguno,0,5099,0.674917273,2456,0.325082727,7555,7701,49.70%,32.39%,No,No,0,0
EL CALVARIO,META,752,68.51%,794,48.47%,Zuluaga,75.39%,890,54.33%,Zuluaga,1707,0.45,15.65,328.26,20.57,1.34,1.34,0.45,0,Ninguno,0,310,0.46686747,354,0.53313253,664,686,40.19%,63.95%,No,No,0,0
EL CASTILLO,META,1588,35.35%,1932,37.16%,Zuluaga,42.77%,2345,45.10%,Santos,5374,7.62,30,1549.75,123.47,8.09,1.75,5.08,0,Bajo,1,774,0.382978723,1247,0.617021277,2021,2086,38.82%,68.26%,No,No,0,0
EL DORADO,META,1376,56.04%,1522,55.27%,Zuluaga,72.39%,1695,61.55%,Zuluaga,2794,10.77,22.69,845.5,73.61,9.31,0.58,4.66,13.67,Ninguno,0,777,0.576837416,570,0.423162584,1347,1371,49.07%,57.27%,No,No,0,0
FUENTE DE ORO,META,3422,48.22%,4241,46.64%,Zuluaga,56.81%,5034,55.36%,Zuluaga,9442,2.67,5.27,159.22,48.1,0.82,0.22,0.15,0,Ninguno,0,2153,0.580479914,1556,0.419520086,3709,3815,40.40%,44.82%,No,No,0,0
GRANADA,META,17725,47.48%,21087,47.56%,Zuluaga,59.13%,23212,52.35%,Zuluaga,48638,1.86,7.03,97.76,52.86,1.32,0.32,0.22,0.05,Bajo,1,12415,0.639223561,7007,0.360776439,19422,19968,41.05%,16.26%,No,No,0,0
GUAMAL,META,4944,55.27%,5982,61.24%,Zuluaga,75.07%,6210,63.57%,Zuluaga,10375,2.45,7.44,85.4,47.33,0.85,0.21,0.53,0,Ninguno,0,4078,0.756025213,1316,0.243974787,5394,5471,52.73%,27.53%,No,No,0,0
MAPIRIPAN,META,1313,41.60%,1536,27.04%,Zuluaga,50.35%,1702,29.96%,Zuluaga,5394,3.68,37.31,1316.23,34.82,6.12,2.49,1.25,0.74,Alto,3,505,0.420133111,697,0.579866889,1202,1247,23.12%,91.96%,No,Si,235.28,0
MESETAS,META,1693,40.25%,2631,36.24%,Zuluaga,46.89%,3167,43.63%,Santos,7585,5.55,27.83,1101.46,98.2,5.72,3.61,9.86,0,Intermedio,2,1126,0.379252273,1843,0.620747727,2969,3045,40.15%,68.06%,Si,Si,78.5,0
LA MACARENA,META,1444,26.12%,2420,33.09%,Santos,37.56%,3046,41.65%,Santos,7900,2.4,17.66,335.24,17.33,1.24,1.06,4.05,0,Alto,3,800,0.263331139,2238,0.736668861,3038,3108,39.34%,86.25%,Si,Si,1.333.11,0
URIBE,META,618,8.08%,1473,34.89%,Santos,14.29%,1862,44.10%,Santos,4724,4.72,20.26,533.47,33.68,3.27,3.45,12.39,0,Intermedio,2,140,0.064338235,2036,0.935661765,2176,2214,46.87%,76.33%,No,Si,162.77,0
LEJANIAS,META,2419,51.59%,3483,45.88%,Zuluaga,62.22%,3846,50.66%,Zuluaga,7903,7.15,28.48,922.45,77.87,9.17,0.85,3.31,0.32,Bajo,1,1636,0.559698939,1287,0.440301061,2923,3054,38.64%,53.63%,No,No,0,0
PUERTO CONCORDIA,META,1595,41.98%,1882,33.70%,Zuluaga,54.01%,2255,40.38%,Zuluaga,5998,1.45,12.36,486.38,34.23,1.68,0.42,0.23,0,Intermedio,2,974,0.448434622,1198,0.551565378,2172,2264,37.75%,50.34%,No,Si,50.25,0
PUERTO GAITAN,META,5417,40.86%,6596,35.67%,Zuluaga,56.78%,7577,40.97%,Zuluaga,22483,2.2,25.59,357.85,32.98,2.46,1.77,0.91,11.99,Intermedio,2,5637,0.667100592,2813,0.332899408,8450,8892,39.55%,58.84%,No,No,0,0
PUERTO LOPEZ,META,8976,53.25%,9638,44.75%,Zuluaga,70.49%,10884,50.54%,Zuluaga,22839,0.92,8.3,129.29,24.1,0.65,0.62,0.03,0.3,Ninguno,0,6618,0.720758005,2564,0.279241995,9182,9355,40.96%,33.90%,No,No,0,0
PUERTO LLERAS,META,2054,52.48%,2702,44.16%,Zuluaga,63.03%,2959,48.36%,Zuluaga,6338,13.19,29.46,1063.76,114.85,5.67,0.31,1.34,0.21,Intermedio,2,1251,0.556494662,997,0.443505338,2248,2313,36.49%,69.89%,No,No,0,0
PUERTO RICO,META,2318,50.44%,3214,40.53%,Zuluaga,57.61%,3588,45.25%,Zuluaga,7957,37.86,41.71,1159.14,60.42,7.17,2.14,5.72,0,Alto,3,1553,0.51835781,1443,0.48164219,2996,3098,38.93%,71.96%,No,Si,1.619.74,0
RESTREPO,META,5634,44.25%,6676,45.83%,Zuluaga,70.05%,7295,50.08%,Zuluaga,14935,4.14,6.12,98.89,39.61,1.6,0.19,0.09,0.28,Ninguno,0,3557,0.590765654,2464,0.409234346,6021,6104,40.87%,30.47%,No,No,0,0
SAN CARLOS DE GUAROA,META,2692,53.73%,3726,51.81%,Zuluaga,66.64%,4158,57.82%,Zuluaga,7764,2.92,7.75,108.27,14.99,0.91,0.5,0,0,Ninguno,0,2394,0.670025189,1179,0.329974811,3573,3654,47.06%,51.62%,No,No,0,0
SAN JUAN DE ARAMA,META,2135,47.61%,2445,43.24%,Zuluaga,56.45%,2774,49.06%,Zuluaga,5998,5.57,21.48,865.45,138.52,4.32,1.36,5,0,Intermedio,2,1162,0.522012579,1064,0.477987421,2226,2292,38.21%,56.37%,No,Si,155.83,0
SAN JUANITO,META,534,64.70%,626,50.73%,Zuluaga,82.86%,741,60.05%,Zuluaga,1263,2.74,27.38,335.46,31.49,1.83,0.46,6.85,0,Ninguno,0,263,0.45979021,309,0.54020979,572,586,46.40%,62.98%,No,No,0,0
SAN MARTIN,META,7327,44.11%,8968,52.72%,Zuluaga,66.01%,9331,54.85%,Zuluaga,17621,3.04,11.08,117.08,36.81,1.52,0.8,0,0,Ninguno,0,5593,0.721212121,2162,0.278787879,7755,7901,44.84%,11.22%,No,No,0,0
VISTA HERMOSA,META,3452,47.39%,5265,48.16%,Zuluaga,58.39%,5528,50.57%,Zuluaga,12070,11.04,29.57,1568.47,78.93,14.94,2.86,14.36,0,Ninguno,0,2310,0.471140118,2593,0.528859882,4903,5103,42.28%,65.28%,Si,Si,1.353.19,0
PASTO,NARIÑO,102482,15.47%,123395,46.31%,Santos,26.74%,146340,54.92%,Santos,279784,1.2,1.38,27.88,5.69,0.24,0.01,0.01,0.88,Ninguno,0,41981,0.373712556,70354,0.626287444,112335,114341,40.87%,17.09%,No,Si,0,2
ALBAN,NARIÑO,3637,71.93%,3278,53.21%,Zuluaga,79.10%,3904,63.38%,Zuluaga,6438,21.63,12.22,68.24,5.49,0.8,0.04,0,0,Ninguno,0,1610,0.564120533,1244,0.435879467,2854,2984,46.35%,63.78%,No,No,0,0
ALDANA,NARIÑO,1492,17.71%,2434,44.44%,Santos,41.57%,3089,56.40%,Santos,5756,0.33,3,12.99,25.32,0.17,0,0,0,Ninguno,0,1268,0.494154326,1298,0.505845674,2566,2656,46.14%,75.87%,No,No,0,0
ANCUYA,NARIÑO,3411,14.99%,2421,33.36%,Santos,25.43%,3511,48.37%,Santos,7235,5.5,8.69,54.02,26.79,1.88,0.14,0,0,Bajo,1,631,0.272687986,1683,0.727312014,2314,2381,32.91%,78.00%,No,Si,21,4.1
ARBOLEDA,NARIÑO,2941,56.68%,2322,43.02%,Zuluaga,72.48%,2849,52.78%,Zuluaga,5703,17.46,6.09,54.91,10.32,0.53,0,0.26,0,Bajo,1,1236,0.517154812,1154,0.482845188,2390,2511,44.03%,85.35%,No,No,0,0
BARBACOAS,NARIÑO,4083,23.77%,3648,17.94%,Santos,22.47%,6021,29.61%,Santos,20859,9.53,24.59,717.14,49.73,2.82,1.55,1.58,0,Alto,3,1063,0.251776409,3159,0.748223591,4222,4361,20.91%,57.50%,No,Si,2.453.49,0
BELEN,NARIÑO,2499,26.41%,2181,43.01%,Santos,38.89%,2751,54.25%,Santos,5328,2.63,13.79,112.06,5.78,0.13,0,0,0,Ninguno,0,934,0.397108844,1418,0.602891156,2352,2419,45.40%,60.16%,No,No,0,0
BUESACO,NARIÑO,8103,42.32%,6194,38.44%,Zuluaga,55.51%,8555,53.10%,Zuluaga,16930,2.68,6.55,87.22,9.42,0.95,0,0,2.44,Ninguno,0,2914,0.499400171,2921,0.500599829,5835,6029,35.61%,75.93%,No,Si,0,83
COLON GENOVA,NARIÑO,3428,33.22%,2137,33.37%,Zuluaga,52.12%,3250,50.75%,Zuluaga,6620,2.56,17.7,150.57,25.47,2.66,0,0,0,Ninguno,0,1034,0.396624473,1573,0.603375527,2607,2807,42.40%,84.53%,No,No,0,0
CONSACA,NARIÑO,4949,26.51%,3467,41.51%,Santos,35.55%,4728,56.61%,Santos,8497,0.97,5.06,55.94,12.69,0.86,0,0,0,Ninguno,0,1434,0.421392889,1969,0.578607111,3403,3541,41.67%,80.95%,No,No,0,0
CONTADERO,NARIÑO,2648,24.87%,2123,39.43%,Lopez,65.31%,2750,51.08%,Zuluaga,5544,0.86,2.01,13.34,7.74,0.43,0,0,0,Bajo,1,903,0.465703971,1036,0.534296029,1939,1987,35.84%,66.80%,No,No,0,0
CORDOBA,NARIÑO,2748,10.97%,3381,35.25%,Lopez,35.89%,4553,47.47%,Santos,10104,0.85,8.48,104.65,9.33,0.28,0,0.28,0,Ninguno,0,1301,0.378307648,2138,0.621692352,3439,3564,35.27%,83.48%,No,No,0,0
CUASPUD,NARIÑO,1886,20.37%,2641,38.90%,Santos,37.58%,3576,52.67%,Santos,7169,0.58,6.25,172.7,34.59,0.23,0,0,0,Ninguno,0,1382,0.526075371,1245,0.473924629,2627,2707,37.76%,72.93%,No,No,0,0
CUMBAL,NARIÑO,6420,17.07%,8225,37.00%,Santos,22.59%,12066,54.28%,Santos,23407,1.25,2.87,32.83,11.53,0.39,0.08,0.39,0,Bajo,1,3085,0.362685163,5421,0.637314837,8506,8853,37.82%,77.66%,No,No,0,0
CUMBITARA,NARIÑO,2037,3.10%,2097,35.91%,Santos,6.73%,2721,46.60%,Santos,6203,8.48,35.71,715.32,55.86,2.74,0.7,2.3,0,Alto,3,299,0.123655914,2119,0.876344086,2418,2462,39.69%,88.19%,No,Si,209.49,0
CHACHAGUI,NARIÑO,4998,20.32%,3869,42.51%,Santos,32.32%,5208,57.22%,Santos,9510,0.36,2.45,31.49,4.25,0,0,0,0,Ninguno,0,1427,0.375131441,2377,0.624868559,3804,3897,40.98%,48.39%,No,No,0,0
EL CHARCO,NARIÑO,4125,5.60%,3284,22.84%,Santos,6.32%,5315,36.97%,Santos,15747,43.63,13.03,1058.42,21.78,0.94,0.68,0.31,0,Alto,3,465,0.091824645,4599,0.908175355,5064,5221,33.16%,72.70%,No,Si,1.417.79,0
EL PENOL,NARIÑO,2860,8.25%,2401,46.70%,Santos,33.90%,3292,64.03%,Santos,5357,4.64,13.61,183.98,43.29,0.77,0,0,0,Ninguno,0,554,0.193300768,2312,0.806699232,2866,2957,55.20%,84.22%,No,Si,34.9,0
EL ROSARIO,NARIÑO,2844,6.20%,2163,33.33%,Santos,7.46%,3043,46.89%,Santos,6649,11.43,30.71,861.27,62.9,2.98,0.5,0.6,0,Alto,3,238,0.092176607,2344,0.907823393,2582,2643,39.75%,66.93%,No,Si,244.55,0
EL TABLON DE GOMEZ,NARIÑO,4924,42.43%,4534,43.96%,Zuluaga,53.30%,5946,57.64%,Zuluaga,10814,6.02,19.95,662.79,19.71,39.59,0.4,0,13.54,Ninguno,0,1557,0.343178312,2980,0.656821688,4537,4730,43.74%,92.96%,No,Si,0,35
EL TAMBO,NARIÑO,5019,16.61%,4828,44.40%,Santos,31.32%,6322,58.13%,Santos,11253,3.14,9.52,99.95,27.3,0.17,0,0,0,Intermedio,2,1476,0.292915261,3563,0.707084739,5039,5246,46.62%,57.43%,No,Si,114.28,0
FUNES,NARIÑO,2552,15.60%,2660,50.36%,Santos,28.24%,3137,59.39%,Santos,5549,17.05,12.4,70.21,14.72,2.79,0,0,0,Ninguno,0,737,0.318771626,1575,0.681228374,2312,2381,42.91%,66.74%,No,No,0,0
GUACHUCAL,NARIÑO,4386,15.66%,4828,35.74%,Santos,25.84%,7869,58.25%,Santos,14068,0.58,2.51,13.96,8.62,0.39,0,0,0,Bajo,1,1938,0.435603506,2511,0.564396494,4449,4581,32.56%,80.72%,No,Si,0,1.2
GUAITARILLA,NARIÑO,5324,14.39%,3182,30.47%,Santos,29.19%,5022,48.09%,Santos,10811,0.42,3.21,35.29,7.68,0.42,0,0,0,Bajo,1,800,0.261865794,2255,0.738134206,3055,3153,29.16%,65.63%,No,Si,0,7.2
GUALMATAN,NARIÑO,2138,15.59%,2329,48.12%,Lopez,62.51%,2601,53.74%,Zuluaga,5077,0.52,1.21,6.41,4.85,0,0,0,0,Ninguno,0,932,0.398972603,1404,0.601027397,2336,2383,46.94%,61.38%,No,No,0,0
ILES,NARIÑO,2770,19.70%,2223,33.45%,Santos,49.26%,3037,45.70%,Zuluaga,6900,0,0.34,9.79,0.8,0.11,0,0,0,Ninguno,0,857,0.374726716,1430,0.625273284,2287,2369,34.33%,77.72%,No,No,0,0
IMUES,NARIÑO,3224,24.39%,2341,38.03%,Santos,38.95%,3312,53.81%,Santos,6314,0.98,2.45,15.33,9.95,0,0,0,0,Ninguno,0,912,0.441005803,1156,0.558994197,2068,2129,33.72%,90.59%,No,No,0,0
IPIALES,NARIÑO,29160,18.19%,27950,32.25%,Lopez,41.37%,36158,41.72%,Santos,92217,3.14,9.95,41.77,9.1,0.26,0.04,0.27,0,Intermedio,2,15842,0.499653063,15864,0.500346937,31706,32826,35.60%,28.64%,No,Si,887.49,0
LA CRUZ,NARIÑO,7614,39.28%,5677,44.12%,Zuluaga,53.04%,7577,58.89%,Zuluaga,13571,5.21,10.41,149.76,16.66,1.59,0.16,0.16,0,Bajo,1,2652,0.482357221,2846,0.517642779,5498,5690,41.93%,63.80%,No,Si,0,67.1
LA FLORIDA,NARIÑO,5215,19.40%,3051,34.47%,Santos,30.97%,4782,54.03%,Santos,8949,1.16,9.1,162.58,18.93,0,0,0,0,Bajo,1,848,0.270063694,2292,0.729936306,3140,3227,36.06%,81.16%,No,Si,30.06,0
LA LLANADA,NARIÑO,1567,11.15%,1408,45.22%,Santos,23.44%,1881,60.40%,Santos,3376,10.48,23.4,419.84,35.28,8.73,0.87,7.86,0,Intermedio,2,400,0.286532951,996,0.713467049,1396,1490,44.14%,68.60%,No,Si,53.35,0
